Link,EN_title,PENGLISH_title,PERSIAN_title,Content_1,Content_2,Score,Year,Genre,Time
https://www.imvbox.com/watch-persian-movie-iranian-movies/hello-mother-in-law-madar-zan-salam,Hello Mother In Law,Madarzan Salam,مادرزن سلام,"دختر یک مرد سنتی، پس از ازدواج زندگی زناشویی ناموفقی دارد. پدرش که از این موضوع آگاه است تصمیم می گیرد برای ازدواج دو دختر دیگرش شرایطی قائل شود. به همین منظور شرایط خود را به صورت یک بخش نامه بر روی کاغذ می آورد و از خواستگارها می خواهد طبق مفاد مندرج شده، پا پیش بگذارند...","A father whose daughter is in an unsuccessful marriage decides to take different measures when it comes to the marriage of his other daughters. He sets out some conditions for potential suitors, with hilarious consequences. Charming family comedy.",9,2008,Comedy,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/lady-of-roses-banooye-gole-sorkh,Lady of the Roses,Banooye Gole Sorkh,بانوی گل سرخ,,"'The Lady of the Roses' tells us the story of a dream come true - the dream of creating a vast rose garden in the dry and hot climate of Kerman, to replace poppies with roses and opium with rosewater. Thereby, Homayoun Sanatizadeh and his wife, Shahindokht, provided employment for 1500 families in a deprived area. Mojtaba Mirtahmasb takes us to see the stunning rose fields and the process of extracting the essence of roses.",6.9,2008,Nature & Wildlife,52
https://www.imvbox.com/watch-persian-movie-iranian-movies/hello-to-love-salam-bar-eshgh,Hello to Love,Salam Bar Eshgh,سلام بر عشق,نادر (امين حيايي) که در حال حاضر خواننده مي باشد به تحريک برادرش (آتيلا پسياني) دست به دزدي مي زند اما...,"After an unexpected visit from his estranged uncle, restaurant singer Nardar is suddenly arrested and framed for robbery and manslaughter charges he hasn't committed. After his release, Nardar's life goes from bad to worse when he is fired from his job and risks losing his home unless he finds money. How far will Nardar go to protect his happy life? This drama contains plenty of suspense and compelling performances from Amin Hayaei and Niki Karimi.Nader , who is a singer, goes for a robbery through his brother but ...",7.2,2008,Drama,82
https://www.imvbox.com/watch-persian-movie-iranian-movies/bleeding-heart-delkhoon,Bleeding Heart,Delkhoon,دل خون,الناز شاکردوست وکیل تسخیری عماد (حامد بهداد) که همسر خود را به خاطر بدبینی و سوءظن به قتل رسانده است. سرانجام دادگاه با خواست اولیای دم عماد را به اعدام محکوم می کند. عماد که حکم اعدام را پذیرفته و از درخواست تجدید نظر منصرف شده است از وکیل خود می خواهد تا قبل از مرگ همه اعضای بدن خود را ببخشد ولی....عماد به خاطر شكي كه به همسرش داشته او را به قتل رسانده است و اكنون منتظر صدور و اجراي حكم اعدام مي باشد كه با ورود سيما به عنوان وكيل تسخيري و پيشنهاد غافلگير كننده اي كه مي دهد ماجرا شكل ديگري پيدا مي كند...,"Bleeding Heart is an absorbing death row drama revolving around the moral dilemmas of redemption and the unforgiving trauma of loss. When public defender Delaram is charged with taking on the case of Emad, it immediately puts a strain on her marriage. With Emad awaiting execution for murdering his wife, Delaram's husband cannot accept her role in his defence, and their differences about the case ultimately cut right to the heart of gender roles in modern Iranian marriages. As the case progresses, Delaram’s growing sympathy for the repentant Emad and her complex involvement with his family draw her headlong into a much more complex problem of life and death.Following his suspicion toward his wife, Emad has murdered her.. Now he is expecting the death sentence. In spite of that, Sima comes to help him as a public defender. She gives Emad a surprising recommendation, which changes the story line.",5.1,2008,Crime,88
https://www.imvbox.com/watch-persian-movie-iranian-movies/a-span-of-heaven-yek-vajab-az-aseman,A Span of Heaven,Yek Vajab Az Aseman,یک وجب از آسمان,"محسن در کنار بچه های هم سن خود در خیابان ها گل فروشی می کند. شبی در هنگام نجوا با خدا فرشته ای را می بیند و آرزو می کند تکه ای از آسمان را داشته باشد تا با خانواده اش آسوده در آنجا زندگی کند.پسر نوجوانی به نام محسن که به همراه خواهر کوچکترش با دستفروشی زندگی را میگذراند و همواره شاکر پروردگار است اما در دنیایی بی ریا و با خلوصش آرزویی دارد، این که کاش خانه ای در آسمان داشت. فرشته ای بر زمین می آید و با آوردن یک وجب از آسمان آرزوی او را برآورده میکند. اما همین یک وجب، آرامش نصفه و نیمه را از او و خانواده اش سلب میکند و از آن پس ناچار از رویارویی با تنگ نظری و توطئه های ایشان است، معهذا محسن در حفظ یک وجب از آسمان جدی است...","Mohsen lives a life of poverty, and sells flowers to passing motorists to support his family. His father, meanwhile, makes a living selling second-hand clothes. After a particularly gruelling day when his father's stock is confiscated, Mohsen prays to God for a better life. However, he gets all he wishes for and more when his prayers are answered in the form of an angel. The benevolent apparition tells his that he will grant him one wish, and after a lot of deliberation, the boy asks for a “span of heaven” to call his own.A teenage boy, named Mohsen, and his little sister earn the living through peddling. Mohsen never complains about the life and always thanks God; however, in his unpretentious and honest life, he has a dream. He wishes he had a house in the heaven. Once, an angle comes to the earth and gives him a span of the heaven. But this brings him more troubles and destroys the partial peace in his family. Thereafter, Mohsen has to face the meanness and the plots surrounding him. Despite these, Mohsen is serious to keep that piece of the heaven by himself…",7.8,2008,Family,79
https://www.imvbox.com/watch-persian-movie-iranian-movies/minus-18-manfi-18,Minus 18,Manfi 18,منفی 18,فيلم به معضل بزهكاري جوانان مي پردازد و در مورد تكثير و توزيع فيلم هاي غيراخلاقي توسط جوان ها است.,"Gripping drama following Maryam, a young woman, frustrated by the constant fighting of her parents. Deciding she has had enough, she leaves the house one night and wanders around the streets until she hears the sound of a beautiful singing voice coming from a house. Yet when she falls in love with the young man she finds there, it’s not quite the happy ending she hopes for. Maryam and her new love must confront some tense and potentially deadly obstacles before they can hope to be together.The movie concerns the problem of delinquency among the youths, and it is about the production and distribution of immoral films by the youngsters.",4.4,2008,Drama,97
https://www.imvbox.com/watch-persian-movie-iranian-movies/sky-is-safe-aseman-amn-ast,Sky is Safe,Aseman Amn Ast,آسمان امن است,,"Mojgan Ilanlou's award-winning documentary is a multi-faceted portrait of a family making the most out of life and their various passions, including paragliding. They succeed in finding everyday happiness, despite the dark shadow of the Iran-Iraq War looming over their past.",6,2008,Human Interest & Society,40
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-day-goes-and-the-night-comes-shabane-rooz,Day and Night,Shabane Rooz,شبانه روز,"چهار داستان تركیب شده كه به طور موازی روایت می شود. تاج السلطنه دختر ناصرالدین شاه قاجار كه از دسیسه های اندرونی دربار و بی وفایی شوهرش به تنگ آمده، خاطراتش را برای پسرخاله و معلمش سلیمان بازگو می كند. در حالی كه سلیمان مدام از گفتن آنچه در دل دارد طفره می رود. فوژان رهایی طراح لباس است قرار است با پسرعمه اش فرزان ازدواج كند اما پس از آشنایی با بابك زندگی اش دستخوش تغییر می شود. مرجان با وجود شكست در ازدواج اولش با فرهاد و بیماری مادرش تلاش می كند دوباره روی پاهای خود بایستد و با توسل به عشق همسر دوم و همیشه در سفرش، فرخ زندگی اش را از نو بسازد. سیاوش كسرایی نقاش زندگی آرام و عاشقانه ای را در كنار همسرش بهار پشت سر می گذارد تا آنكه مرگ بهار آرامش او را در هم می ریزد. او افسرده و بی امید و بی خواب می شود و در یكی از شب گردی هایش پیكر بی هوش دختری را در خیابان پیدا می كند. حال جسمی دختر بهتر می شود اما حتی نام خود را به یاد نمی آورد. فوژان در روز عروسی اش با بابك برآشفته می شود و از آرایشگاه می گریزد. در همان روز صدای زنگ تلفن همراه در دربار قاجاری صحنه فیلمبرداری را به هم می زند و در می یابیم آنچه از زندگی تاج السلطنه دیده ایم، فیلم بوده است. گوش همراه حورا شیوا ـ ستاره سینما و بازیگر نقش تاج السلطنه ـ دوباره زنگ می زند و به او خبر می رسد كه برای پسرش در مدرسه اتفاقی افتاده و او را به بیمارستان برده اند. سیاوش همچنان از دختر مراقبت می كند و حضور این مهمان ناخوانده دوباره زندگی را به خانه او باز می گرداند. دختر كم كم دل بسته سیاوش می شود و یك شب اعتراف می كند كه نامش رعناست. تمام این مدت دروغ می گفته، با جوان محبوبش از خانه فرار كرده بود و حافظه اش ایرادی ندارد. حورا به دنبال همسرش می گردد و او را نمی یابد. خود را به بیمارستان می رساند و شهرام منزلت بازیگر نقش سلیمان به یاری اش می آید.روایت اول : تاج السلطنه دختر ناصرالدین شاه قاجار از زندگی و همسرش راضی نیست . او دغدغه هایش را با معلم نقاشی اش سلیمان که پسر خاله اش هم هست در میان میگذارد . به زودی رابطه ای عاطفی بینشان شکل میگیرد. در حالیکه عمه اش ""امین اقدس "" سعی دارد مانع پیوند آن دو شود.  روایت دوم : مرجان شکست خورده از زندگی مشترک روزگارش را با بیماری خود و آلزایمر مادرش میگذراند که ناگهان شوهر سابقش بازمیگردد . در زمانی که او باردار است اما مرد تازه زندگی مرجان، فرخ، همسر دیگری دارد که ستاره سینماست و هورا نام دارد... روایت سوم : فوژآن طراح لباس قرار است با پسردایی اش فرزان ازدواج کند که بابک از راه میرسد و سیر پیش بینی شده زندگیشان به هم میریزد. با بالا گرفتن رابطه فوژآن و بابک و ازدواج عنقریبشان فرزان آرام از او دور میشود. پس از اینکه فوژآن در شب عروسی اش میفهمد بر اثر بیماری ای که دارد فقط 3 ماه دیگر زنده است از ازدواج با باک منصرف میشود. اما فرزان همچنان خواستار زندگی مشترک با اوست... روایت چهارم : سیاوش استاد نقاش که به تازگی همسرش را از دست داده دچار افسردگی و انزوا شده است . در یکی از شب بیداری هایش با دختری زخمی برخورد میکند که حافظه اش رااز دست داده است . سیاوش از او نگه داری و مراقبت میکند و از پریشانی و پژمردگی گذشته فاصله میگیرد.. اما زمان زیادی نمیگذرد که او در میابد که دخترک به او دروغ گفته است و نام واقعی اش رعنا است و با جوانی به نام کریم از شهرستان گریخته و او را درش هر بزرگ گم کرده است به این ترتیب یک بار دیگر سیاوش تنها میماند.","This intricately woven narrative of four intersecting stories focuses on the lives of several women, each striving for happiness. Fouzhan is due to marry her cousin, but when the handsome young Babak enters her life, she finds herself facing a dilemma. The sickly Marjan, meanwhile, is struggling to cope with her ailing mother as well as the breakdown of her marriage. We also follow rheumatic watercolor painter Siavash and his wife Bahar’s relationship, who soon find their joyful existence is under threat. A melancholic royal daughter, meanwhile, seeks solace in revisiting the past with her painting tutor. An eerily beautiful, fragmented piece of work, this film is as intriguing as it is atmospheric.The First Tale:  Tāj al-Salṭanah, the daughter of Naser al-Din Shah Qajar has troubles with her husband. She talks about her problems with Soleyman, her cousin and art teacher. Soon their relationship gets intimate, but her aunt Amin Aghdas tries to intervene.   The Second Tale:  Having divorced her husband, Marjan now struggles with her own disease and also her mother’s Alzheimer. She is pregnant but Farrokh, the man to whom she is now married, has a second wife, who is a movie star named Houra.   The Third Tale:  Foujan is a fashion designer and is supposed to marry her cousin Farzan. However, after she meets Babak, they fall for each other and decide to marry. But after she finds out about the fact that because of a disease she only has three more months to live, she breaks up with Babak. Farzan however still loves her and wants to be a part of her life.   The Fourth Tale:  Siavash is an art instructor who has recently lost his wife and is depressed and secluded. One late night, he meets a wounded girl who has apparently lost her memory. Siavash takes care of her for a while and he feels less lonely having her around. However, he later finds out that the girl had been lying to him and her real name is Ra’na and she had run away from their town with a guy and had lost him in the city. Now Siavash feels lonelier than ever.",6.5,2008,Drama,94
https://www.imvbox.com/watch-persian-movie-iranian-movies/taab,Taab,Tab,تاب,,"Director Pooyan Shahrokhi's biographical documentary about poet Samad Behrangi, 'Taab', is as much a touching portrait of the man of letters as it is an expose of his life as a politically and socially aware writer. Samad Behrangi (1939 - 1967) was an Iranian Azerbaijani poet, author, translator and short story writer, as well as a teacher and social critic. He is famous for his children's books, particularly 'The Little Black Fish'. Influenced by predominantly leftist ideologies that were common among the Iranian intelligentsia of his era, his books typically portrayed the lives of the children of the urban poor and encouraged the individual to change his/ her circumstances by her own initiatives.",8.6,2008,Arts & Literature,52
https://www.imvbox.com/watch-persian-movie-iranian-movies/setayesh,Setayesh,Setaiesh,ستایش,"زندگی دختری به نام ستایش كه با مادرش زندگی می كند اما ورود فردی تازه در زندگی شان، آن ها را در چالشی ناخواسته قرار می دهد.","Setayesh and her mother Dr. Parvaneh Tehrani, live a peaceful life. She is about to get married to her classmate Saeed. But suddenly , an Iraqi man comes out of nowhere and claims to be her father. They become anxious and desperate. Setayesh, who until then believed that her father, Mahmud, was missed during the war, now faces an unexpected, bitter truth: when she was a baby, her injured mother gives her to Parvaneh and she becomes her custodian. But while her mother, who is originally from Iraq, was searching for her husband, finds Setayesh. Setayesh who couldn't cope with the situation mentally, finally overcomes it.",2.7,2007,Drama,72
https://www.imvbox.com/watch-persian-movie-iranian-movies/lonesome-trees-tak-derakhtha,Lonesome Trees,Tak Derakhtha,تک درخت‌ها,آقای روشن شاعر پیر و گمنام شهر کرمان است...,,8,2007,Drama,84
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-last-plan-akharin-naghsh,The Last Plan,Akharin Naghsh,آخرین نقش,"آرشام سرکیسیان نقاش ایرانی و مسیحی که خارج از کشور زندگی میکند و بیست سال پیش بعد از مرگ مادرش، با فروش همه چیز از جمله تابلوهای مادرش، مجموعه ای از شمایل قدیسین مسیحی، مهاجرت کرده بود برای جمع آوری این تابلوها به ایران بازمی گردد که خبر شهادت دوستش استیو را میشنود.","Arsham Sarkisian is an Iranian Christian painter who resides abroad. Twenty years ago after his mother's death he sold everything, including his mother's paintings, a collection of Christian saints' icons, and immigrated. He returns to Iran to collect these paintings and is informed that his friend, Steve, who had become a chemical weapon victim when he was a soldier, has died. This news gets Arsham involved unwantedly. He meets new people and goes down a new path.",5,2007,Drama,79
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-forced-addiction-moatade-ejbari,The Forced Addiction,Moatade Ejbari,معتاد اجباری,کمال در تامین هزینه و مخارج ازدواج خودمانده است تا اینکه خبری از رادیو میشنود که دولت به معتادانی که ترک کنند وام پرداخت میکند بنابراینکمال در تامین هزینه و مخارج ازدواج خودمانده است تا اینکه خبری از رادیو میشنود که دولت به معتادانی که ترک کنند وام پرداخت میکند بنابراین .…,Kamal can't afford enough money to marry so he hears a news which leads him to addiction.,8,2007,Comedy,75
https://www.imvbox.com/watch-persian-movie-iranian-movies/night-bus-otobuse-shab,Night Bus,Otobuse Shab,اتوبوس شب,"یک شب داغ پایان شهریور ۱۳۵۹، حبیب بسیجی نوجوان و رزمنده، مأمور می شود تا سی و هشت اسیر عراقی را در دل شب با اتوبوسی از خط مقدم به پشت جبهه منتقل کند. همراه او راننده میان سالی است که باید در دل شب، در جاده ای تاریک و پسر دست انداز و خطرناک، ضمن رانندگی، نگران بسیجی نوجوان نیز باشد. ماجراهایی که بر آنها تا مقصد می گذرد، درگیری فیزیکی نیست، بلکه رویارویی با اسیرانی است که سرنوشت نامعلومی در انتظارشان است و باید مدت ها شهر، دیار و خانواده شان را به فراموشی بسپارند. بسیجی جوان به همراه راننده ی میان سال، نه تنها باید مراقب احوال روحی سرنشینان چشم بسته «اتوبوس شب» باشند که باید با مشکلات مختلف دیگر نیز روبرو شوند...","'Night Bus' gives us a vivid depiction of gritty warfare by following a group of Iranian soldiers who fight on the frontlines in southern Iran. After detaining a group of Iraqi POW's, they attempt to transport them to the prison camps. However, the prisoners manage to trick the Iranian soldiers. An interesting film that explores the relationships between Iraqi and Iranian soldiers in the midst of war. 'Night Bus' taps into the wider political issues of the day.One night at the end of August 1980, a young Basiji named Habib becomes in charge of taking away 38 Iraqi captives in a bus. He is accompanied by a middle-aged driver who has to worry about the dangers of the road as well as the basiji teenager. What happens to them along the way is not physical conflicts but having to deal with captives who have an unknown future ahead and have to spend a long time away from their home and families. They also have to be careful of the mental states of the blindfolded captives of 'The Night Bus' while they face other issues...",6.8,2007,Action,83
https://www.imvbox.com/watch-persian-movie-iranian-movies/pay-back-tasvie-hesab,Pay Back,Tasvie Hesab,تسویه حساب,داستان اين فيلم درباره چهار دختر بزهكار است كه درگير اتفاقات مختلفي مي شوند.,"Ziba and three of her prison cohorts, recently released from a Tehran prison, settle in an out of town doctor's house posing as house sitters and embark on a get rich quick scheme. Ziba's plan for the women is a scam involves kidnapping unsuspecting male drivers them after one of the women uses her feminine guiles posing as a pedestrian. The women then kidnap and extort money from the men at gunpoint. Meanwhile, Sara battles drug addiction, while another's sister's abusive husband fights with her and threatens the whole scheme. The women seek a kind of moral justice but will they persevere in a man's world?The movie is about four delinquent girls who get involved in different situations.",8,2007,Comedy,107
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-loneliness-tanhaee,Solitude,Tanhaee,تنهایی,"خبر وخامت حال مردی که یک سال است در کماست، باعث می شود فرزندان ناسازگارش از نقاط مختلف دور هم جمع شوند. حمید از زندان می آید، رضا از عسلویه و سوری (سیمین) نیز حضور دارد. سوری و رضا که به خاطر توجه بیش از حد مادر و پدرشان به حمید، دلخوشی از اون ندارند در هر فرصتی وی را متلک باران میکنند تا اینکه…","The news of a man in a coma, becomes the reason his children who don’t have a strong bond to gather. Souri and Reza (brother and sister) struggle in their relationship with the older brother who has always been the centre of attention in the family. They use every opportunity to bring him down until…",7.2,2007,Drama,112
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-outcast-ekhrajiha,The Deportees,Ekhrajiha,اخراجی‌ها‎‎,"مجید از اراذل جنوب تهران عاشق دختر پیرمرد عارفی به نام میرزا می شود. میرزا شرط ازدواج مجید و دخترش را سر به راه شدن او می داند. مجید تصمیم می گیرد برای اثبات سر به راه شدن خود به جبهه برود که بقیه دوستانش نیز همراه او می شوند. برای حضور آنها در جبهه، مخالفت هایی وجود دارد اما با ضمانت میرزا و یکی دیگر رزمنده ها آنها به پادگان آموزشی می رسند...","The movie is the story of a gang of men who decide to participate in Iran-Iraq war, also known as First Gulf War, which lasted from September 1980 to August 1988. The main character, Suzuki, who is there to satisfy his beloved's father that he is worthy of marrying his daughter, goes through some moving experiences in the war and his character changes to a level that he even tries to sacrifice himself to save the others in the war. The movie ends by his martyrdom.",9,2007,Comedy,104
https://www.imvbox.com/watch-persian-movie-iranian-movies/one-zero-line-rooye-khate-sefr,On the Zero Line,Rooye Khate Sefr,روی خط صفر,"چندین سال پس از پایان تهاجم رژیم بعثی عراق به ایران اسلامی، روی خط صفر مرزی، پیكر جسدی توسط زنی كرد از زیر خاك پیدا شده و به ستاد تفحص شهدا در تهران ارسال می شود. پس از بررسی، رئیس ستاد با نشانه های شگفت انگیزی مواجه می شود. در لباس به جا مانده از جسد مكشوفه، دو پلاك شناسایی ایرانی و عراقی وجود داردو...","Years after Iraq's invasion of Iran, on zero border line, a dead body is found by a Kurd woman and sent to the Center of Search for Martyrs in Tehran. After inspecting the body, they are amazed to find two identification tags: one Iranian and one Iraqi. After recalling possible families ,many conflicts occur between an Iranian doctor and an Iraqi woman and her daughter to taking over the dead body. After a while, when the two families became friends,it is determined that the body belongs to an Iraqi soldier. Finally, when the doctor and her son have perfectly shown their hospitality towards the Iraqi family, they take the corpse and leave Iran.",5,2007,Drama,92
https://www.imvbox.com/watch-persian-movie-iranian-movies/a-hat-for-baran-kolahi-baraye-baran,A Hat for Baran,Kolahi Baraye Baran,کلاهی برای باران,"«ابی» و «جلال» که برای سرقت وارد خانه ای اعیانی شده اند، متوجه می شوند که دختر خانواده - باران - خودکشی کرده است، آن دو بی توجه به قصد اولیه شان، «باران» را به بیمارستان می رسانند و او را از مرگ حتمی نجات می دهند... اما پس از آگاهی از شرایط مالی خوب پدر «باران»، مدعی می شوند که قادرند تا «پیروز» یار بی وفای « باران» را پشیمان به سوی او بازگرداندند... و بعد از دریافت مبلغی به عنوان بیعانه، آنها نقشه ای را طرح کرده و به «پیروز» نزدیک می شوند و مرحله به مرحله پیش می روند و در این حال، «باران» با حضور و اطمینان «ابی» و «جلال» متدرجاً خود را باز می یابد و دیگر پایان این فعل و انفعالات برایش اهمیتی ندارد...","Baran hires Ebi In order to grab Pirooz's attention and encourage him to marry her.Ebi and Jalaal enter a mansion for robbary, find out that their daughter attempted suicide. The two of them forget about their main intention, and take Baraan to the hospital and save her life. But after they find out that Baraan's father is wealthy, they claim that they can make Pirouz, Baraan's disloyal partner, regret leaving her and make him return. They plan to get close to Pirouz,Baraan on the other hand, starts to feel better because of Ebi and Jalaal's presence and doesn't care about the conclusion of these events anymore...",3.9,2007,Comedy,94
https://www.imvbox.com/watch-persian-movie-iranian-movies/melody-melodi,Melody,Melodi,ملودی,"محمد علوی، رئیس آگاهی بندر انزلی، پس از دست دادن همسر و دو دختر کوچکش براثر یک سانحه، سالهای پایان خدمتش را در تنهایی، نامیدی و افسردگی می گذراند. همواره در خیالش تصور می کند همسرش فرنگیس در کنار اوست و امور خانه را با او انجام میدهد. یک روز، جنازه زن ماهیگیر شصت ساله و معتاد با نام پری، که اخیراً غرق شده، کنار ساحلی پیدا می شود، در کیف او عکس زنی جوان و دو شماره تلفن وجود دارد که یکی متعلق به منزل علوی و دیگری شماره ی کافه مهتاب است. پی گیری های پرونده قتل پای مرد قلدر و زورگویی با نام بندری را به میان میکشد که مالک چند کافه است. همزمان عکاسی به نام شفرازیان در مغازه اش میمیرد که پیگیری های اولیه نشان میدهد که مرگ او مشکوک است.بندری با علوی ملاقات کرده و به او میگوید که زن ماهیگیر در حقیقت ارمنی و ژانت نام دارد و پری نام ساختگی اوست. در مراحل بعدی تحقیق، علوی میفهمد که مرگ ژانت و شفرازیان عکاس در ارتباط به هم است. بندری برای علوی فاشی می کند که ژانت مادر شفرازیان بوده، اما سی سال دور از او زندگی می کرده و بعد از این که شفرازیان او را به دست آورد، برای ادامه زندگی به او کمک مالی کرده است و وقتی ژانت متوجه میشود که اوضاع مالی فرزندش خوب نیست، با نام جعلی پری برای بندری خبرچینی می کرده است.یک روز همسر متوفی علوی به دفتر کارش تلفن می کند و از او میخواهد تا برای دخترانش عروسکك خریده و به خانه بیاورد.علوی وقتی به خانه می رسد با ضیافتی از مردگان دور و نزدیک رو به رو می شود که در میانشان زن جوانی نیز حضور دارد که عکسش در کیف ژانت پیدا شده بود. فرنگیس به علوی میگوید که زن جوان ژانت است که علوی زمانی دلباخته اش بود اما تفاوت دینی مانع ازدواجشان شد و همچنین متوجه می شود که شافرازیان حاصل ازدواج ناموفق ژانت بوده است. علوی پس از پایان ضیافت مردگان به رختخواب میرود. صبح روز بعد معاونش او را در حالی که عروسک های دخترانش را در بغل دارد، در تختخوابش مرده می یابد.","Two children raised by a single parent sacrifice their ambitions so they can help their father realise his dream of becoming a motorcycle taxi driver.Mohammad Alavi is the head police officer in Bandar-e Anzali who has lost his wife and two daughters during an accident and is spending his last years in office in despair and sorrow. He keeps imagining his wife at nights doing housework and living with him. One day, the body of a sixty-years-old woman is captured from the sea and two numbers are found in her purse along with a picture. One of the numbers is Alavi's home number and the other one is a Cafe's. After a while, another murder happens, and a young photographer dies in his workshop. In the meantime, the owner of that cafe gives Alavi some information that connects the two deaths. After a series of incidents, Alavi receives a phone call from her dead wife asking him to buy some toys for their daughters. When he arrives his home, he is faced with a feast consisting of all the dead people somehow related to his life, and discovers the truth about the previously happened deaths...",7.6,2007,Drama,94
https://www.imvbox.com/watch-persian-movie-iranian-movies/four-finger-chahar-angoshti,Four Fingered,Chahar Angoshti,چهار‌انگشتی,"مرد جوان که دست به قلم دارد، در جستجوی شرایط بهتر از شهرستان عازم تهران می شود... سرنوشت در ایستگاه راه آهن، از همان ترنی که او را به مرکز خواهد برد، در دو چهره و دو مسیر در انتظارش است... یکی از فرصت پدید آمده، اسیر زرق و برق و ظاهر زندگی شده و یک سره به دنیای تبهکاران می پیوندد و در رقابت با بزرگان فساد و جنایت نیز کم نمی آورد. و چهره ی دیگر، با استفاده از امکانات محدود و قلیل، شرایط قابل قبولی برای خود پدید آورده و سرانجام به جمع لشگر قانون می پیوندد و در برابر چهره ی اول که با نام «چهار انگشتی» سرآمد تبهکاران روز شده، می ایستد و در تعقیب و گریزی طولانی او را از پای در می آورد... وقتی مرد جوان به تهران می رسد فیلمنامه اش کامل شده و قابل عرضه است.","A young man who occasionally writes, travels to Tehran in search of a better living. Destiny has put two different paths in front of him. One, seduced by the glamor and the appearance of life, joins the world of criminals and does not lose a chance when it comes to corruption and crime. And the other, using the limited modest means, creates an acceptable condition for himself. He joins the law system and stands against the first character who is called The four-fingered and is now a master to all the criminals. Eventually, the second character puts The four-fingered down after a long pursuit. When the young man arrives to Tehran, his script is complete and ready to be presented!",8,2007,Action,
https://www.imvbox.com/watch-persian-movie-iranian-movies/heartss-story-ghesseye-delha,Hearts' Story,Ghesseye Delha,قصه دل‌ها,,,8,2007,Drama,100
https://www.imvbox.com/watch-persian-movie-iranian-movies/the-rule-of-the-game-ghaedeya-bazi,The Rule of the Game,Ghaedeye Bazi,قاعده بازی,"این قصه ی زندگی مردی است، که مثل خیلی از مردها دو زن دارد! با این تفاوت که این مرد، یکی از همسران خود را در یکی از محله های پائین شهر سکنی داده و دیگری را ساکن محله ای در شمال شهر کرده است. او از هر همسر خود چند فرزند دارد، دو همسر و فرزندان آن ها، از وجود یکدیگر بی خبرند. اما یک اتفاق بعد از سال ها سبب می شود تا پائین شهری ها (ندارها) متوجه یک وجه مشترک جالب شان با خانواده ی بالا شهری (داراها) شوند در این شرایط مرد همچنان به روال گذشته سعی دارد به پنهان کاری اش ادامه دهد، در حالی که طریق تازه و سرنوشت سازی رفته رفته برای آینده اش شکل می گیرد!...","The secret of a man who has had a double life for many years is reveled. His two families engage in a conflict.The movie narrates the story of a man’s life; he, just like many other men, is married to two women at the same time! However, the difference is that, one of his wives lives in the southern districts, and the other in the northern ones. From each of them, he has children. These two families are not aware of each other’s existence. Nevertheless after many years, the family who lives in the southern districts (the poor one), through an incident notice some interesting commonalities between themselves and the family who are living in the northern districts (the rich one). Under such conditions, the man still struggles to keep on hiding the truth as before. However, a new way to the future gradually shows up before him…!",4.2,2007,Comedy,88
https://www.imvbox.com/watch-persian-movie-iranian-movies/houras-night-shabe-houra,Houra's Night,Shabe Houra,شب حورا,"«حورا» که استاد دانشگاه است، پس از گذشت بیست سال همچنان در جست و جوی نشانه هایی از همسر شهید مفقودالاثرش است... او یک بار دیگر تدریس را کنار گذاشته و واقعیت زندگی را رها کرده و در پی شواهدی، به جست و جوی همسرش می رود. اما در طول راه، در جاده با جوانی به نام «رامین» و «کتی» روبرو می شود که قرص های روان گردان مصرف کرده و احوال خوشی ندارند، آن دو در یک درگیری مرتکب قتل می شوند و «حورا» شاهد این قتل است..... رامین و کتی، «حورا» را زندانی خود می کنند و از آن پس، درگیری شان در از بین بردن یا زنده نگه داشتن و حورا بالا می گیرد... معهذا پایان ماجرا برخلاف انتظار تلخ نیست...","Houra, who is a university lecturer, is still searching for her husband who was missed during the war. She put her career and life realities aside to pursue her husband once again. She encounters two young persons named Ramin and Katy on the road, who have taken narcotic drugs and are in a bad condition. They commit a murder during a dispute, and Houra is a witness to it. Ramin and Katy hold Houra captive and enter a quarrel over whether they should kill her or keep her alive. But things don't turn bad as expected.",8,2007,Drama,90
https://www.imvbox.com/watch-persian-movie-iranian-movies/bodyguard-mohafez,Bodyguard,Mohafez,محافظ,"دانیال صفری، مربی ورزشهای رزمی، سفری آغاز كرده كه چشم هایش را به دنیای جدیدی باز می كند متفاوت با گذشته اش كه تجربه های جدیدی برای او دارد.",,8.1,2007,Action,90
